Objectid,Year,County,City,Employment,Labor_Force,Unemployment,Unemployment_Rate,Source
2325,2013,Marin,Sausalito,4666,4991,300,0.0605,CA EDD Local Area Unemployment Statistics (LAUS)
2326,2013,Marin,Unincorporated Marin,1791,1862,72,0.0498,CA EDD Local Area Unemployment Statistics (LAUS)
2327,2013,Napa,American Canyon,9475,10325,858,0.0825,CA EDD Local Area Unemployment Statistics (LAUS)
2328,2013,Napa,Calistoga,2616,2650,8,0.0161,CA EDD Local Area Unemployment Statistics (LAUS)
2329,2013,Napa,Napa,38141,41216,3066,0.0743,CA EDD Local Area Unemployment Statistics (LAUS)
2330,2013,Napa,St. Helena,2716,2850,108,0.0449,CA EDD Local Area Unemployment Statistics (LAUS)
2331,2013,Napa,Unincorporated Napa,1195,1258,50,0.0514,CA EDD Local Area Unemployment Statistics (LAUS)
2332,2013,Napa,Yountville,1141,1208,100,0.0699,CA EDD Local Area Unemployment Statistics (LAUS)
2333,2013,San Francisco,San Francisco,485800,514233,28433,0.0553,CA EDD Local Area Unemployment Statistics (LAUS)
2334,2013,San Mateo,Atherton,2716,2900,150,0.0533,CA EDD Local Area Unemployment Statistics (LAUS)
2335,2013,San Mateo,Belmont,14666,15400,725,0.0469,CA EDD Local Area Unemployment Statistics (LAUS)
2336,2013,San Mateo,Brisbane,2616,2800,200,0.0681,CA EDD Local Area Unemployment Statistics (LAUS)
2337,2013,San Mateo,Burlingame,16041,16758,691,0.0418,CA EDD Local Area Unemployment Statistics (LAUS)
2338,2013,San Mateo,Daly City,56691,60616,3941,0.0651,CA EDD Local Area Unemployment Statistics (LAUS)
2339,2013,San Mateo,East Palo Alto,13108,14333,1200,0.0837,CA EDD Local Area Unemployment Statistics (LAUS)
2340,2013,San Mateo,Foster City,16925,17800,850,0.0492,CA EDD Local Area Unemployment Statistics (LAUS)
2341,2013,San Mateo,Half Moon Bay,6466,6833,350,0.052,CA EDD Local Area Unemployment Statistics (LAUS)
